$IIWPL,43 30.000 N,003 30.000 W,Pt.0
$IIWPL,43 37.071 N,003 20.242 W,Pt.1
$IIWPL,43 38.485 N,003 22.196 W,Pt.2
$IIWPL,43 31.414 N,003 31.958 W,Pt.3
$IIWPL,43 32.828 N,003 33.908 W,Pt.4
$IIWPL,43 39.899 N,003 24.143 W,Pt.5
$IIWPL,43 41.314 N,003 26.098 W,Pt.6
$IIWPL,43 34.243 N,003 35.868 W,Pt.7
