$IIWPL,4330.000,N,00345.000,W,Pt.0
$IIWPL,4344.142,N,00325.466,W,Pt.1
$IIWPL,4344.849,N,00326.444,W,Pt.2
$IIWPL,4330.707,N,00345.983,W,Pt.3
$IIWPL,4331.414,N,00346.958,W,Pt.4
$IIWPL,4345.556,N,00327.416,W,Pt.5
$IIWPL,4346.263,N,00328.395,W,Pt.6
$IIWPL,4332.121,N,00347.941,W,Pt.7
$IIWPL,4332.828,N,00348.916,W,Pt.8
$IIWPL,4346.971,N,00329.366,W,Pt.9
$IIWPL,4347.678,N,00330.346,W,Pt.10
$IIWPL,4333.536,N,00349.899,W,Pt.11
